title,country,points,price,province,variety,category,flavor_categories_taste_notes
Dutton Estate 2006 Dutton Ranch Kylie's Cuvée Sauvignon Blanc (Russian River Valley),US,93,17,California,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Domaine Leflaive 2007 Sous le Dos d'Ane Premier Cru  (Meursault),France,93,150,Burgundy,Chardonnay,white,other white
Felton Road 2015 Bannockburn Riesling (Central Otago),New Zealand,93,40,Central Otago,Riesling,white,balanced/ complex
Barden 2015 Fonte White (Sta. Rita Hills),US,93,36,California,White Blend,white,"dry, briny, crisp, acidic"
Brander 2015 au Naturel Sauvignon Blanc,US,93,32,California,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Joseph Phelps 2016 Estate Grown Sauvignon Blanc (St. Helena),US,93,40,California,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Weingut Reichsrat von Buhl 2014 Ungeheuer GG Riesling (Pfalz),Germany,93,82,Pfalz,Riesling,white,balanced/ complex
Gainey 2014 Limited Selection Sauvignon Blanc (Santa Ynez Valley),US,93,19,California,Sauvignon Blanc,white,"sweet, juicy, soft"
Jasper Hill 2014 Georgia's Paddock Riesling (Heathcote),Australia,93,37,Victoria,Riesling,white,"dry, briny, crisp, acidic"
Leeuwin Estate 2014 Prelude Vineyards Chardonnay (Margaret River),Australia,93,36,Western Australia,Chardonnay,white,balanced/ complex
Trimbach 2014 Gewurztraminer (Alsace),France,93,27,Alsace,Gewürztraminer,white,balanced/ complex
Domaine Bott-Geyl 2014 Les Élements Pinot Gris (Alsace),France,93,24,Alsace,Pinot Gris,white,"sweet, juicy, soft"
SJ Montigny 2015 Kreuznacher Narrenkappe Auslese Riesling (Nahe),Germany,93,49,Nahe,Riesling,white,"sweet, juicy, soft"
Joseph Swan Vineyards 2015 Catie's Corner Viognier (Russian River Valley),US,93,26,California,Viognier,white,balanced/ complex
Au Bon Climat 2013 Bien Nacido Vineyard Santa Barbara Historic Collection Chardonnay (Santa Maria Valley),US,93,30,California,Chardonnay,white,"sweet, juicy, soft"
Bischöfliche Weingüter Trier 2015 Scharzhofberger Spätlese Riesling (Mosel),Germany,93,30,Mosel,Riesling,white,"dry, briny, crisp, acidic"
Gundlach Bundschu 2015 Chardonnay (Sonoma Coast),US,93,27,California,Chardonnay,white,"sweet, juicy, soft"
Domaine Barmès-Buecher 2014 Rosenberg Riesling (Alsace),France,93,27,Alsace,Riesling,white,other white
Domaine Bott-Geyl 2015 Les Élements Riesling (Alsace),France,93,23,Alsace,Riesling,white,balanced/ complex
Ponzi 2014 Old Vine Pinot Gris (Willamette Valley),US,93,38,Oregon,Pinot Gris,white,balanced/ complex
Michel Vattan 2015 Les L-O  (Sancerre),France,93,34,Loire Valley,Sauvignon Blanc,white,balanced/ complex
Oremus 2014 Late Harvest  (Tokaji),Hungary,93,32,Tokaji,White Blend,white,"sweet, juicy, soft"
Johannishof 2015 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau),Germany,93,40,Rheingau,Riesling,white,"dry, briny, crisp, acidic"
Maximin Grünhäuser 2009 Herrenberg Eiswein 82 Riesling (Mosel),Germany,93,316,Mosel,Riesling,white,balanced/ complex
S.A. Prüm 2009 Graacher Himmelreich Vat 69 Eiswein Riesling (Mosel),Germany,93,175,Mosel,Riesling,white,"sweet, juicy, soft"
Harper Voit 2015 Surlie Pinot Blanc (Willamette Valley),US,93,20,Oregon,Pinot Blanc,white,balanced/ complex
Jean Laurent 2005 Blanc de Blancs Millésime Brut Chardonnay (Champagne),France,93,96,Champagne,Chardonnay,white,"dry, briny, crisp, acidic"
Emmerich Knoll 2008 Ried Kreutles Smaragd Grüner Veltliner (Wachau),Austria,93,39,Wachau,Grüner Veltliner,white,balanced/ complex
Barberani 2006 Calcaia  (Orvieto Classico Superiore),Italy,93,42,Central Italy,White Blend,white,balanced/ complex
Abeja 2009 Viognier (Walla Walla Valley (WA)),US,93,28,Washington,Viognier,white,"dry, briny, crisp, acidic"
Woodward Canyon 2009 Estate Sauvignon Blanc (Walla Walla Valley (WA)),US,93,26,Washington,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Aveleda 2007 Grande Follies Quinta da Aguieira White (Bairrada),Portugal,93,40,Bairrada,Portuguese White,white,other white
Rulo 2008 Sundance Vineyard Chardonnay (Wahluke Slope),US,93,20,Washington,Chardonnay,white,"sweet, juicy, soft"
Brancott 2010 Chosen Rows Sauvignon Blanc (Marlborough),New Zealand,93,50,Marlborough,Sauvignon Blanc,white,balanced/ complex
Efeste 2012 Boushey Vineyard Sauvage Sauvignon Blanc (Yakima Valley),US,93,23,Washington,Sauvignon Blanc,white,"sweet, juicy, soft"
Schloss Gobelsburg 2011 Eiswein Grüner Veltliner (Niederösterreich),Austria,93,69,Niederösterreich,Grüner Veltliner,white,balanced/ complex
Heidi Schröck 2013 Beerenauslese Selektion White (Burgenland),Austria,93,37,Burgenland,White Blend,white,balanced/ complex
Iron Horse 2012 Estate Chardonnay (Green Valley),US,93,29,California,Chardonnay,white,"dry, briny, crisp, acidic"
Quinta da Rede 2015 Grande Reserva Branco White (Douro),Portugal,93,26,Douro,Portuguese White,white,"dry, briny, crisp, acidic"
La Chablisienne 2014 Montée de Tonnerre Premier Cru  (Chablis),France,93,40,Burgundy,Chardonnay,white,"sweet, juicy, soft"
Maximin Grünhäuser 2015 Abtsberg Alte Reben Trocken Riesling (Mosel),Germany,93,48,Mosel,Riesling,white,balanced/ complex
Quady North 2015 Steelhead Run Vineyard Viognier (Applegate Valley),US,93,23,Oregon,Viognier,white,balanced/ complex
Rieflé 2012 Steinert Grand Cru Pinot Gris (Alsace),France,93,38,Alsace,Pinot Gris,white,"sweet, juicy, soft"
Mark David 2013 Transitus Sauvignon Blanc (Rutherford),US,93,34,California,Sauvignon Blanc,white,balanced/ complex
Boeckel 2013 Zotzenberg Grand Cru Pinot Gris (Alsace),France,93,42,Alsace,Pinot Gris,white,other white
Kumeu River 2011 Maté's Vineyard Chardonnay (Kumeu),New Zealand,93,51,Kumeu,Chardonnay,white,balanced/ complex
Joseph Cattin 2013 Hatschbourg Grand Cru Trésor des Seigneurs Pinot Gris (Alsace),France,93,40,Alsace,Pinot Gris,white,balanced/ complex
Keller Estate 2012 La Cruz Vineyard Chardonnay (Sonoma Coast),US,93,33,California,Chardonnay,white,"sweet, juicy, soft"
La Chablisienne 2014 Vaillons Premier Cru  (Chablis),France,93,35,Burgundy,Chardonnay,white,"sweet, juicy, soft"
Gosset NV Grand Blanc de Blancs Brut Chardonnay (Champagne),France,93,85,Champagne,Chardonnay,white,balanced/ complex
Uvaggio 2009 Vermentino (Lodi),US,93,14,California,Vermentino,white,balanced/ complex
Ca' dei Zago 2016 Col Fondo Glera,Italy,93,25,Veneto,Glera,white,balanced/ complex
Cave Spring 2015 Estate Riesling (Beamsville Bench),Canada,93,18,Ontario,Riesling,white,"dry, briny, crisp, acidic"
Domaine Charles Frey 2015 Frankstein Grand Cru Vendanges Tardives Pinot Gris (Alsace),France,93,35,Alsace,Pinot Gris,white,other white
Domaine Michel Fonne 2012 Marckrain Grand Cru Gewurztraminer (Alsace),France,93,26,Alsace,Gewürztraminer,white,balanced/ complex
Nino Franco 2016 Vigneto della Riva di San Floriano Brut  (Valdobbiadene Prosecco Superiore),Italy,93,29,Veneto,Glera,white,other white
Mongarda 2013 Dosaggio Zero  (Valdobbiadene Prosecco Superiore),Italy,93,24,Veneto,Glera,white,"sweet, juicy, soft"
René Muré 2015 Clos Saint Landelin Vorbourg Grand Cru Pinot Gris (Alsace),France,93,50,Alsace,Pinot Gris,white,other white
Blair Fox 2010 Paradise Road Vineyard Viognier (Santa Barbara County),US,93,29,California,Viognier,white,balanced/ complex
Domaine Rotier 2012 Renaissance Vendanges Tardives White (Gaillac),France,93,70,Southwest France,White Blend,white,"sweet, juicy, soft"
Dr. Loosen 2011 Erdener Prälat GG Reserve Alte Reben Trocken Riesling (Mosel),Germany,93,236,Mosel,Riesling,white,balanced/ complex
Les Vins de Vienne 2012 La Chambée  (Condrieu),France,93,85,Rhône Valley,Viognier,white,balanced/ complex
Archery Summit 2013 Ab Ovo Pinot Gris (Dundee Hills),US,93,48,Oregon,Pinot Gris,white,"sweet, juicy, soft"
Aequorea 2013 Spanish Springs Vineyard Pinot Gris (San Luis Obispo County),US,93,34,California,Pinot Gris,white,"sweet, juicy, soft"
Flowers 2012 Camp Meeting Ridge Estate Vineyard Chardonnay (Sonoma Coast),US,93,85,California,Chardonnay,white,"dry, briny, crisp, acidic"
Dr. H. Thanisch (Erben Müller-Burggraef) 2013 Bernkasteler Lay Auslese Riesling (Mosel),Germany,93,38,Mosel,Riesling,white,"sweet, juicy, soft"
Maximin Grünhäuser 2013 Abtsberg Spätlese Riesling (Mosel),Germany,93,45,Mosel,Riesling,white,"dry, briny, crisp, acidic"
Schloss Vollrads 2013 Spätlese Riesling (Rheingau),Germany,93,31,Rheingau,Riesling,white,balanced/ complex
Joh. Jos. Prüm 2012 Wehlener Sonnenuhr Auslese Riesling (Mosel),Germany,93,57,Mosel,Riesling,white,balanced/ complex
Ferrari 2002 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Italy,93,130,Northeastern Italy,Chardonnay,white,balanced/ complex
Domaine Christian Moreau Père et Fils 2012 Vaudésir Grand Cru  (Chablis),France,93,93,Burgundy,Chardonnay,white,other white
Pascal Bouchard 2012 Mont de Milieu Premier Cru  (Chablis),France,93,35,Burgundy,Chardonnay,white,"dry, briny, crisp, acidic"
St. Urbans-Hof 2012 Ockfener Bockstein Erste Lage Auslese Riesling (Mosel),Germany,93,60,Mosel,Riesling,white,other white
Januik 2006 Elerding Vineyard Chardonnay (Columbia Valley (WA)),US,93,25,Washington,Chardonnay,white,"dry, briny, crisp, acidic"
Cockerell 2007 Terroir Coquerel Sauvignon Blanc (Napa Valley),US,93,37,California,Sauvignon Blanc,white,other white
Dutton-Goldfield 2016 Dutton Ranch Green Valley Vineyard Gewürztraminer (Green Valley),US,93,30,California,Gewürztraminer,white,balanced/ complex
Domaine Barmès-Buecher 2014 Pfleck Pinot Gris (Alsace),France,93,25,Alsace,Pinot Gris,white,balanced/ complex
Domaine Bott-Geyl 2014 Les Élements Gewurztraminer (Alsace),France,93,26,Alsace,Gewürztraminer,white,"sweet, juicy, soft"
Domaine Schoffit 2015 Vendanges Tardives Gewurztraminer (Alsace),France,93,35,Alsace,Gewürztraminer,white,balanced/ complex
Dutton-Goldfield 2016 Dutton Ranch Shop Block Pinot Blanc (Green Valley),US,93,30,California,Pinot Blanc,white,balanced/ complex
Kuentz-Bas 2015 Trois Châteaux Riesling (Alsace),France,93,26,Alsace,Riesling,white,balanced/ complex
Chacewater 2014 Teal Bartolucci Vineyards Big Valley Ranch Made With Organically Grown Grapes Chardonnay (Lake County),US,93,33,California,Chardonnay,white,balanced/ complex
Domaine Zind-Humbrecht 2015 Roche Volcanique Pinot Gris (Alsace),France,93,55,Alsace,Pinot Gris,white,balanced/ complex
Dr. Loosen 2015 Erdener Treppchen Auslese Riesling (Mosel),Germany,93,64,Mosel,Riesling,white,"dry, briny, crisp, acidic"
Henri Bourgeois 2015 La Côte des Monts Damnés  (Sancerre),France,93,35,Loire Valley,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Leon Beyer 2010 Comtes d'Eguisheim Gewurztraminer (Alsace),France,93,63,Alsace,Gewürztraminer,white,"sweet, juicy, soft"
Bien Nacido 2010 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),US,93,43,California,Chardonnay,white,"dry, briny, crisp, acidic"
Emilio Rojo 2009 Blanco White (Ribeiro),Spain,93,53,Galicia,White Blend,white,balanced/ complex
Patianna 2009 Made With Organic Grapes Sauvignon Blanc (Mendocino),US,93,17,California,Sauvignon Blanc,white,balanced/ complex
Château la Varière 2010 Les Guerches  (Quarts de Chaume),France,93,55,Loire Valley,Chenin Blanc,white,"sweet, juicy, soft"
Château la Varière 2009 Les Roches  (Bonnezeaux),France,93,45,Loire Valley,Chenin Blanc,white,"dry, briny, crisp, acidic"
William Fèvre 2008 Vaudésir Grand Cru  (Chablis),France,93,63,Burgundy,Chardonnay,white,balanced/ complex
Livio Felluga 2008 Terre Alte White (Colli Orientali del Friuli),Italy,93,75,Northeastern Italy,White Blend,white,balanced/ complex
Louis Latour 2008  Bâtard-Montrachet,France,93,255,Burgundy,Chardonnay,white,balanced/ complex
Niepoort 2009 Redoma Reserva White (Douro),Portugal,93,30,Douro,Portuguese White,white,other white
La Chablisienne 2012 Montée de Tonnerre Premier Cru  (Chablis),France,93,32,Burgundy,Chardonnay,white,"sweet, juicy, soft"
Pierre Gimonnet et Fils 2006 Spécial Club Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),France,93,94,Champagne,Chardonnay,white,balanced/ complex
Domaine Ostertag 2013 Heissenberg Riesling (Alsace),France,93,48,Alsace,Riesling,white,other white
Domaine Ostertag 2014 Vignoble d'E Gewurztraminer (Alsace),France,93,40,Alsace,Gewürztraminer,white,balanced/ complex
Dr. Loosen 2012 Eiswein Riesling (Mosel),Germany,93,86,Mosel,Riesling,white,balanced/ complex
Alzinger 2013 Loibenberg Smaragd Riesling (Wachau),Austria,93,64,Wachau,Riesling,white,other white
Feiler-Artinger 2012 Umriss Blaufränkisch (Burgenland),Austria,93,25,Burgenland,Blaufränkisch,white,balanced/ complex
Fischer 2013 Ried Steiger Smaragd Grüner Veltliner (Wachau),Austria,93,27,Wachau,Grüner Veltliner,white,other white
Geyerhof 2013 Gaisberg Reserve Grüner Veltliner (Kremstal),Austria,93,42,Kremstal,Grüner Veltliner,white,balanced/ complex
Schloss Saarstein 2012 Serrig Schloss Saarsteiner Auslese Riesling (Mosel),Germany,93,71,Mosel,Riesling,white,balanced/ complex
August Kesseler 2012 Lorcher Schlossberg Kabinett Erste Lage Riesling (Rheingau),Germany,93,36,Rheingau,Riesling,white,other white
Testarossa 2012 Diana's Chardonnay (California),US,93,61,California,Chardonnay,white,balanced/ complex
Domaine Faiveley 2011  Corton-Charlemagne,France,93,282,Burgundy,Chardonnay,white,balanced/ complex
Gernot and Heike Heinrich 2013 Blaufränkisch (Leithaberg),Austria,93,45,Leithaberg,Blaufränkisch,white,balanced/ complex
Johannishof 2010 Rüdesheim Berg Rottland Erstes Gewächs Riesling (Rheingau),Germany,93,68,Rheingau,Riesling,white,other white
Novelty Hill 2010 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),US,93,22,Washington,Chardonnay,white,other white
Louis Sipp 2010 Osterberg Grand Cru Gewurztraminer (Alsace),France,93,27,Alsace,Gewürztraminer,white,"sweet, juicy, soft"
Château Margaux 2014 Pavillon Blanc du Château Margaux  (Bordeaux Blanc),France,93,150,Bordeaux,Bordeaux-style White Blend,white,balanced/ complex
Domaine Barmès-Buecher 2014 Pfersigberg Grand Cru Gewurztraminer (Alsace),France,93,46,Alsace,Gewürztraminer,white,"sweet, juicy, soft"
Grgich Hills 2011 Essence Estate Grown Sauvignon Blanc (Napa Valley),US,93,48,California,Sauvignon Blanc,white,balanced/ complex
Navarro 2007 Cluster Select Late Harvest Riesling (Anderson Valley),US,93,29,California,Riesling,white,balanced/ complex
Schloss Reinhartshausen 2006 Erbacher Marcobrunn Trockenbeerenauslese Riesling (Rheingau),Germany,93,500,Rheingau,Riesling,white,balanced/ complex
Schloss Saarstein 2007 Auslese Riesling (Mosel-Saar-Ruwer),Germany,93,51,Mosel-Saar-Ruwer,Riesling,white,"dry, briny, crisp, acidic"
Château Laville Haut-Brion 2007  Pessac-Léognan,France,93,580,Bordeaux,Bordeaux-style White Blend,white,"dry, briny, crisp, acidic"
Schloss Johannisberger 2012 Grünlock Spätlese Riesling (Rheingau),Germany,93,55,Rheingau,Riesling,white,"dry, briny, crisp, acidic"
Robert Weil 2013 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Germany,93,365,Rheingau,Riesling,white,balanced/ complex
Domaine Léon Boesch 2012 Zinnkoepflé Grand Cru Gewurztraminer (Alsace),France,93,35,Alsace,Gewürztraminer,white,"dry, briny, crisp, acidic"
Domaine Gresser 2012 Wiebelsberg Grand Cru Pinot Gris (Alsace),France,93,54,Alsace,Pinot Gris,white,balanced/ complex
Château Lafaurie-Peyraguey 2005  Sauternes,France,93,110,Bordeaux,Bordeaux-style White Blend,white,balanced/ complex
Livio Felluga 2009 Terre Alte White (Colli Orientali del Friuli),Italy,93,80,Northeastern Italy,White Blend,white,balanced/ complex
Salomon-Undhof 2011 Wachtberg Erste Lage Grüner Veltliner (Kremstal),Austria,93,28,Kremstal,Grüner Veltliner,white,other white
AntoLin Cellars 2010 Viognier (Yakima Valley),US,93,19,Washington,Viognier,white,balanced/ complex
Stift Göttweig 2010 Silberbichl Erste Lage Reserve Riesling (Kremstal),Austria,93,32,Kremstal,Riesling,white,balanced/ complex
Geyerhof 2010 Kirchensteig Erste Lage Reserve Riesling (Kremstal),Austria,93,40,Kremstal,Riesling,white,balanced/ complex
Hirsch 2010 Kammerner Lamm Reserve Grüner Veltliner (Kamptal),Austria,93,57,Kamptal,Grüner Veltliner,white,other white
Balthasar Ress 2015 Hattenheim Nussbrunnen Auslese Riesling (Rheingau),Germany,93,32,Rheingau,Riesling,white,balanced/ complex
Domaine Ellevin 2014 Vaucoupin Premier Cru  (Chablis),France,93,39,Burgundy,Chardonnay,white,"dry, briny, crisp, acidic"
Domaine Gresser 2011 Kastelberg Grand Cru Riesling (Alsace),France,93,68,Alsace,Riesling,white,balanced/ complex
Yalumba 2013 The Virgilius Viognier (Eden Valley),Australia,93,45,South Australia,Viognier,white,balanced/ complex
Reichsgraf von Kesselstatt 2014 Graach Josephshöfer Monopol Kabinett Grosse Lage Riesling (Mosel),Germany,93,28,Mosel,Riesling,white,"dry, briny, crisp, acidic"
Nittnaus Hans und Christine 2012 Beerenauslese Exquisit White (Burgenland),Austria,93,23,Burgenland,White Blend,white,"sweet, juicy, soft"
Ebner-Ebenauer 2007 Blanc de Blancs Chardonnay (Österreichischer Sekt),Austria,93,49,Österreichischer Sekt,Chardonnay,white,balanced/ complex
Heidi Schröck 2012 Ruster Ausbruch Auf den Flügeln der Morgenröte White (Burgenland),Austria,93,61,Burgenland,White Blend,white,"sweet, juicy, soft"
Testarossa 2009 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),US,93,39,California,Chardonnay,white,"sweet, juicy, soft"
Buty 2009 Sémillon/Sauvignon/Muscadelle White (Columbia Valley (WA)),US,93,25,Washington,White Blend,white,"dry, briny, crisp, acidic"
Domaine Leflaive 2008 Sous le Dos d'Ane Premier Cru  (Meursault),France,93,155,Burgundy,Chardonnay,white,balanced/ complex
William Fèvre 2008 Fourchaume Premier Cru  (Chablis),France,93,45,Burgundy,Chardonnay,white,other white
Loring Wine Company 2015 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),US,93,44,California,Chardonnay,white,other white
Malat 2015 Gottschelle Reserve Grüner Veltliner (Kremstal),Austria,93,47,Kremstal,Grüner Veltliner,white,"sweet, juicy, soft"
Ebner-Ebenauer 2015 Alte Reben Reserve Grüner Veltliner (Niederösterreich),Austria,93,36,Niederösterreich,Grüner Veltliner,white,other white
Gunter Triebaumer 2014 Reserve Blaufränkisch (Burgenland),Austria,93,40,Burgenland,Blaufränkisch,white,"sweet, juicy, soft"
Stadt Krems 2015 Grillenparz Reserve Riesling (Kremstal),Austria,93,40,Kremstal,Riesling,white,"sweet, juicy, soft"
Bernhard Ott 2015 Rosenberg Grüner Veltliner (Wagram),Austria,93,67,Wagram,Grüner Veltliner,white,balanced/ complex
Ingrid Groiss 2015 In der Schablau Reserve Grüner Veltliner (Weinviertel),Austria,93,32,Weinviertel,Grüner Veltliner,white,balanced/ complex
Prieler 2014 Blaufränkisch (Leithaberg),Austria,93,55,Leithaberg,Blaufränkisch,white,other white
Prieler 2015 Ried Haidsatz Pinot Blanc (Leithaberg),Austria,93,65,Leithaberg,Pinot Blanc,white,balanced/ complex
Proidl 2015 Pellingen Reserve Grüner Veltliner (Kremstal),Austria,93,42,Kremstal,Grüner Veltliner,white,other white
Anaba 2013 Denmark Vineyard Chardonnay (Sonoma Coast),US,93,32,California,Chardonnay,white,other white
Anaba 2013 J McK Estate Vineyard Chardonnay (Carneros),US,93,34,California,Chardonnay,white,"dry, briny, crisp, acidic"
Artner 2012 Steinäcker Zweigelt (Carnuntum),Austria,93,50,Carnuntum,Zweigelt,white,"dry, briny, crisp, acidic"
Artner 2013 Kirchweingarten Blaufränkisch (Carnuntum),Austria,93,50,Carnuntum,Blaufränkisch,white,"dry, briny, crisp, acidic"
Château Margaux 2013 Pavillon Blanc  (Bordeaux Blanc),France,93,190,Bordeaux,Bordeaux-style White Blend,white,"dry, briny, crisp, acidic"
Domaine Clarence Dillon 2013 La Clarté de Haut-Brion  (Pessac-Léognan),France,93,107,Bordeaux,Bordeaux-style White Blend,white,"dry, briny, crisp, acidic"
Dr. H. Thanisch (Erben Thanisch) 2014 Berncasteler Doctor Spätlese Gold Cap Riesling (Mosel),Germany,93,77,Mosel,Riesling,white,balanced/ complex
Manfred Tement 2011 Zieregg Sauvignon Blanc (Südsteiermark),Austria,93,55,Südsteiermark,Sauvignon Blanc,white,other white
Rieflé 2011 Zinnkoepflé Grand Cru Vendanges Tardives Pinot Gris (Alsace),France,93,45,Alsace,Pinot Gris,white,balanced/ complex
Domaine Ostertag 2010 Clos Mathis Riesling (Alsace),France,93,42,Alsace,Riesling,white,"sweet, juicy, soft"
Gernot and Heike Heinrich 2011 Alter Berg Blaufränkisch (Burgenland),Austria,93,100,Burgenland,Blaufränkisch,white,balanced/ complex
Willm 2011 Clos Gaensbroennel Kirchberg de Barr Grand Cru Gewurztraminer (Alsace),France,93,30,Alsace,Gewürztraminer,white,balanced/ complex
Adegas Gran Vinum 2014 Selección Especial Albariño (Rías Baixas),Spain,93,27,Galicia,Albariño,white,balanced/ complex
Marimar Estate 2012 Don Miguel Vineyard Bonita's Hill Unfiltered Chardonnay (Russian River Valley),US,93,43,California,Chardonnay,white,other white
Joseph Mellot 2014 Cuvée Pierre Etienne  (Sancerre),France,93,90,Loire Valley,Sauvignon Blanc,white,balanced/ complex
Pewsey Vale 2011 The Contours Museum Reserve Riesling (Eden Valley),Australia,93,45,South Australia,Riesling,white,balanced/ complex
Pol Roger 1999 Extra Cuvée de Réserve Blanc de Blancs Brut Chardonnay (Champagne),France,93,128,Champagne,Chardonnay,white,balanced/ complex
JM Cellars 2006 Chardonnay (Columbia Valley (WA)),US,93,32,Washington,Chardonnay,white,"sweet, juicy, soft"
Romain Bouchard 2013 Vau de Vey Premier Cru  (Chablis),France,93,21,Burgundy,Chardonnay,white,balanced/ complex
Domaine Jean-Paul Picard 2014 Cuvée Prestige  (Sancerre),France,93,31,Loire Valley,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Au Pied du Mont Chauve 2013 Les Demoiselles Premier Cru  (Puligny-Montrachet),France,93,160,Burgundy,Chardonnay,white,balanced/ complex
Emmerich Knoll 2011 Ried Loibenberg Smaragd Grüner Veltliner (Wachau),Austria,93,56,Wachau,Grüner Veltliner,white,"sweet, juicy, soft"
Tornatore 2016 Bianco  (Etna),Italy,93,30,Sicily & Sardinia,White Blend,white,balanced/ complex
Domaine Bernard Fleuriet et Fils 2015 La Baronne  (Sancerre),France,93,40,Loire Valley,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Michel Redde et Fils 2015 La Moynerie  (Pouilly-Fumé),France,93,30,Loire Valley,Sauvignon Blanc,white,other white
Patricius 2012 Katinka Noble Late Harvest  (Tokaji),Hungary,93,25,Tokaji,White Blend,white,"sweet, juicy, soft"
Trisaetum 2016 Estates Reserve Dry Riesling (Willamette Valley),US,93,42,Oregon,Riesling,white,balanced/ complex
Jurtschitsch 2014 Loiserberg Reserve Grüner Veltliner (Kamptal),Austria,93,26,Kamptal,Grüner Veltliner,white,"sweet, juicy, soft"
Müller-Grossmann 2014 Alte Reben Reserve Grüner Veltliner (Kremstal),Austria,93,33,Kremstal,Grüner Veltliner,white,"dry, briny, crisp, acidic"
Neumeister 2013 Saziani Trockenbeerenauslese White (Südoststeiermark),Austria,93,60,Südoststeiermark,White Blend,white,"dry, briny, crisp, acidic"
Louise Brison 2008 Tendresse Brut Chardonnay (Champagne),France,93,50,Champagne,Chardonnay,white,"dry, briny, crisp, acidic"
Marie Copinet 2009 Monsieur Léonard Brut Blanc de Blancs Millésime Chardonnay (Champagne),France,93,52,Champagne,Chardonnay,white,balanced/ complex
Villa Sandi 2016 Vigna La Rivetta Brut  (Valdobbiadene Superiore di Cartizze),Italy,93,42,Veneto,Glera,white,balanced/ complex
Domaine Charles Baur 2015 Pfersigberg Grand Cru Gewurztraminer (Alsace),France,93,35,Alsace,Gewürztraminer,white,"sweet, juicy, soft"
Reichsgraf von Kesselstatt 2013 Josephshöfer Kabinett Riesling (Mosel),Germany,93,26,Mosel,Riesling,white,balanced/ complex
Joh. Jos. Prüm 2013 Graacher Himmelreich Auslese Gold Cap Riesling (Mosel),Germany,93,110,Mosel,Riesling,white,"sweet, juicy, soft"
Schloss Reinhartshausen 2009 Erbacher Marcobrunn Trockenbeerenauslese Riesling (Rheingau),Germany,93,500,Rheingau,Riesling,white,"dry, briny, crisp, acidic"
Tegernseerhof 2011 Bergdistel Smaragd Grüner Veltliner (Wachau),Austria,93,30,Wachau,Grüner Veltliner,white,balanced/ complex
Fiuza 2008 Ikon Chardonnay/Trincadeira White (Tejo),Portugal,93,25,Tejo,Portuguese White,white,"sweet, juicy, soft"
Jalits 2013 Szapary Reserve Blaufränkisch (Eisenberg),Austria,93,29,Eisenberg,Blaufränkisch,white,other white
Nigl 2014 Privat Senftenberger Pellingen Reserve Grüner Veltliner (Kremstal),Austria,93,60,Kremstal,Grüner Veltliner,white,other white
Tinhof 2012 Blaufränkisch (Leithaberg),Austria,93,37,Leithaberg,Blaufränkisch,white,balanced/ complex
Weixelbaum 2012 Anno Dazumal Reserve Grüner Veltliner (Kamptal),Austria,93,40,Kamptal,Grüner Veltliner,white,balanced/ complex
Weninger 2013 Dürrau Blaufränkisch (Burgenland),Austria,93,72,Burgenland,Blaufränkisch,white,balanced/ complex
Malat 2013 Das Beste vom Veltliner Reserve Grüner Veltliner (Kremstal),Austria,93,75,Kremstal,Grüner Veltliner,white,other white
Bründlmayer 2013 Lamm Reserve Grüner Veltliner (Kamptal),Austria,93,41,Kamptal,Grüner Veltliner,white,"sweet, juicy, soft"
Müller-Grossmann 2013 Steinbiegl Reserve Riesling (Kremstal),Austria,93,33,Kremstal,Riesling,white,"dry, briny, crisp, acidic"
Nigl 2013 Senftenberger Pellingen Reserve Grüner Veltliner (Kremstal),Austria,93,65,Kremstal,Grüner Veltliner,white,balanced/ complex
Prieler 2012 Blaufränkisch (Leithaberg),Austria,93,64,Leithaberg,Blaufränkisch,white,balanced/ complex
Allram 2013 Hasel Alte Reben Reserve Grüner Veltliner (Kamptal),Austria,93,14,Kamptal,Grüner Veltliner,white,"sweet, juicy, soft"
Wittmann 2015 Westhofen Brunnenhäuschen Trocken Riesling (Rheinhessen),Germany,93,92,Rheinhessen,Riesling,white,other white
Jean-Luc and Paul Aegerter 2015 Creux de la Net Premier Cru  (Pernand-Vergelesses),France,93,48,Burgundy,Chardonnay,white,"dry, briny, crisp, acidic"
Quinta da Rede 2014 Grande Reserva Branco White (Douro),Portugal,93,26,Douro,Portuguese White,white,balanced/ complex
Reichsgraf von Kesselstatt 2014 Piesporter Goldtröpfchen Kabinett Grosse Lage Riesling (Mosel),Germany,93,26,Mosel,Riesling,white,"dry, briny, crisp, acidic"
Reichsgraf von Kesselstatt 2014 Scharzhofberger GG Trocken Riesling (Mosel),Germany,93,50,Mosel,Riesling,white,other white
